Contig	COG	Name	Start	End
PROKKA_02158	COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	1	182
PROKKA_02159	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	1	130
PROKKA_02163	COG1629	Outer membrane receptor proteins, mostly Fe transport	120	774
PROKKA_02164	COG1626	Neutral trehalase	50	327
PROKKA_02165	COG3250	Beta-galactosidase/beta-glucuronidase	29	834
PROKKA_02169	COG2211	Na+/melibiose symporter or related transporter	1	439
PROKKA_02170	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	185	294
PROKKA_02171	COG4124	Beta-mannanase	184	340
PROKKA_02172	COG0165	Argininosuccinate lyase	9	432
PROKKA_02173	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	1	330
PROKKA_02174	COG0548	Acetylglutamate kinase	1	240
PROKKA_02175	COG0078	Ornithine carbamoyltransferase	11	315
PROKKA_02176	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	3	373
PROKKA_02177	COG0002	N-acetyl-gamma-glutamylphosphate reductase	16	315
PROKKA_02178	COG0137	Argininosuccinate synthase	1	398
PROKKA_02180	COG0317	(p)ppGpp synthase/hydrolase, HD superfamily	15	730
PROKKA_02181	COG1272	Predicted membrane channel-forming protein YqfA, hemolysin III family	5	218
PROKKA_02182	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	131	172
PROKKA_02183	COG3153	Predicted N-acetyltransferase YhbS	5	179
PROKKA_02188	COG1570	Exonuclease VII, large subunit	8	405
PROKKA_02190	COG3695	Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain	1	97
PROKKA_02191	COG0216	Protein chain release factor A	1	324
PROKKA_02192	COG0657	Acetyl esterase/lipase	23	255
PROKKA_02193	COG0495	Leucyl-tRNA synthetase	204	622
PROKKA_02193	COG0495	Leucyl-tRNA synthetase	686	918
PROKKA_02193	COG0495	Leucyl-tRNA synthetase	1	143
PROKKA_02195	COG0048	Ribosomal protein S12	4	109
PROKKA_02196	COG0049	Ribosomal protein S7	1	151
PROKKA_02197	COG0480	Translation elongation factor EF-G, a GTPase	1	702
PROKKA_02198	COG0051	Ribosomal protein S10	1	101
PROKKA_02199	COG0087	Ribosomal protein L3	1	204
PROKKA_02200	COG0088	Ribosomal protein L4	1	199
PROKKA_02201	COG0089	Ribosomal protein L23	3	92
PROKKA_02202	COG0090	Ribosomal protein L2	1	260
PROKKA_02203	COG0185	Ribosomal protein S19	1	89
PROKKA_02204	COG0091	Ribosomal protein L22	23	127
PROKKA_02205	COG0092	Ribosomal protein S3	12	210
PROKKA_02206	COG0197	Ribosomal protein L16/L10AE	4	125
PROKKA_02207	COG0255	Ribosomal protein L29	2	61
PROKKA_02208	COG0186	Ribosomal protein S17	1	84
PROKKA_02209	COG0093	Ribosomal protein L14	1	121
PROKKA_02210	COG0198	Ribosomal protein L24	4	106
PROKKA_02211	COG0094	Ribosomal protein L5	4	181
PROKKA_02212	COG0199	Ribosomal protein S14	39	98
PROKKA_02214	COG0096	Ribosomal protein S8	1	132
PROKKA_02215	COG0097	Ribosomal protein L6P/L9E	1	193
PROKKA_02216	COG0256	Ribosomal protein L18	1	107
PROKKA_02217	COG0098	Ribosomal protein S5	4	172
PROKKA_02218	COG1841	Ribosomal protein L30/L7E	4	53
PROKKA_02219	COG0200	Ribosomal protein L15	1	146
PROKKA_02220	COG0201	Preprotein translocase subunit SecY	22	450
PROKKA_02221	COG0024	Methionine aminopeptidase	1	229
PROKKA_02222	COG0361	Translation initiation factor IF-1	1	72
PROKKA_02223	COG0257	Ribosomal protein L36	1	38
PROKKA_02224	COG0099	Ribosomal protein S13	1	110
PROKKA_02225	COG0100	Ribosomal protein S11	20	129
PROKKA_02226	COG0522	Ribosomal protein S4 or related protein	1	202
PROKKA_02227	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	6	323
PROKKA_02228	COG0203	Ribosomal protein L17	1	116
PROKKA_02232	COG1957	Inosine-uridine nucleoside N-ribohydrolase	38	278
PROKKA_02233	COG4206	Outer membrane cobalamin receptor protein	52	363
PROKKA_02237	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2	6	232
PROKKA_02238	COG0619	Energy-coupling factor transporter transmembrane protein EcfT	15	259
PROKKA_02239	COG0310	ABC-type Co2+ transport system, permease component	3	219
PROKKA_02240	COG4413	Urea transporter	1	62
PROKKA_02242	COG0829	Urease accessory protein UreH	22	291
PROKKA_02243	COG0378	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	8	205
PROKKA_02244	COG0830	Urease accessory protein UreF	11	239
PROKKA_02245	COG2371	Urease accessory protein UreE	1	166
PROKKA_02246	COG0804	Urease alpha subunit	1	568
PROKKA_02247	COG0832	Urease beta subunit	32	136
PROKKA_02248	COG0831	Urease gamma subunit	1	100
PROKKA_02249	COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	1	125
PROKKA_02250	COG0148	Enolase	2	425
PROKKA_02253	COG4974	Site-specific recombinase XerD	140	397
PROKKA_02256	COG3533	Uncharacterized conserved protein, DUF1680 family	184	515
PROKKA_02257	COG1472	Periplasmic beta-glucosidase and related glycosidases	151	516
PROKKA_02258	COG0642	Signal transduction histidine kinase	837	1075
PROKKA_02259	COG3525	N-acetyl-beta-hexosaminidase	65	581
PROKKA_02260	COG1472	Periplasmic beta-glucosidase and related glycosidases	38	404
PROKKA_02261	COG1472	Periplasmic beta-glucosidase and related glycosidases	31	440
PROKKA_02262	COG3525	N-acetyl-beta-hexosaminidase	25	518
PROKKA_02263	COG4299	Predicted acyltransferase	1	370
PROKKA_02265	COG1554	Trehalose and maltose hydrolase (possible phosphorylase)	39	654
PROKKA_02266	COG3568	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	26	274
PROKKA_02267	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA	53	257
PROKKA_02268	COG1629	Outer membrane receptor proteins, mostly Fe transport	121	372
PROKKA_02271	COG2730	Aryl-phospho-beta-D-glucosidase BglC, GH1 family	226	435
PROKKA_02272	COG5434	Polygalacturonase	217	410
PROKKA_02273	COG5434	Polygalacturonase	488	671
PROKKA_03859	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	8	178
PROKKA_03860	COG3712	Periplasmic ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19	21	315
PROKKA_03861	COG1629	Outer membrane receptor proteins, mostly Fe transport	191	931
PROKKA_03864	COG0584	Glycerophosphoryl diester phosphodiesterase	53	216
PROKKA_03865	COG0584	Glycerophosphoryl diester phosphodiesterase	21	255
PROKKA_03866	COG0240	Glycerol-3-phosphate dehydrogenase	1	338
PROKKA_03867	COG3568	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	88	327
PROKKA_03874	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	53	288
PROKKA_03875	COG0451	Nucleoside-diphosphate-sugar epimerase	2	318
PROKKA_03878	COG0077	Prephenate dehydratase	1	280
PROKKA_03879	COG2876	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	14	248
PROKKA_03880	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	4	226
PROKKA_03881	COG0642	Signal transduction histidine kinase	144	478
PROKKA_03882	COG0306	Phosphate/sulfate permease	1	115
PROKKA_03886	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	493	582
PROKKA_03889	COG1882	Pyruvate-formate lyase	7	740
PROKKA_03890	COG1180	Pyruvate-formate lyase-activating enzyme	1	225
PROKKA_03891	COG1115	Na+/alanine symporter	29	472
PROKKA_03892	COG0673	Predicted dehydrogenase	8	231
PROKKA_03893	COG0805	Sec-independent protein secretion pathway component TatC	103	272
PROKKA_03894	COG1826	Sec-independent protein translocase protein TatA	1	49
PROKKA_03896	COG0673	Predicted dehydrogenase	56	381
PROKKA_03899	COG0584	Glycerophosphoryl diester phosphodiesterase	57	150
PROKKA_03903	COG3712	Periplasmic ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19	11	239
PROKKA_03904	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	9	177
PROKKA_03905	COG0841	Multidrug efflux pump subunit AcrB	6	969
PROKKA_03905	COG0841	Multidrug efflux pump subunit AcrB	1	489
PROKKA_03906	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	5	334
PROKKA_03907	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	194	302
PROKKA_03908	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	19	125
PROKKA_03910	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	13	328
PROKKA_03911	COG2814	Predicted arabinose efflux permease, MFS family	8	77
PROKKA_03916	COG0156	7-keto-8-aminopelargonate synthetase or related enzyme	18	398
PROKKA_03917	COG1301	Na+/H+-dicarboxylate symporter	1	379
PROKKA_03919	COG0731	Wyosine [tRNA(Phe)-imidazoG37] synthetase, radical SAM superfamily	8	215
PROKKA_03921	COG3022	Cytoplasmic iron level regulating protein YaaA, DUF328/UPF0246 family	3	243
PROKKA_03922	COG1154	Deoxyxylulose-5-phosphate synthase	6	623
PROKKA_03923	COG0528	Uridylate kinase	1	203
PROKKA_03924	COG1225	Peroxiredoxin	32	176
PROKKA_03925	COG0233	Ribosome recycling factor	1	185
PROKKA_03927	COG1866	Phosphoenolpyruvate carboxykinase, ATP-dependent	3	533
PROKKA_03928	COG0635	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase	1	369
PROKKA_03929	COG0058	Glucan phosphorylase	589	1271
PROKKA_03930	COG3408	Glycogen debranching enzyme (alpha-1,6-glucosidase)	20	635
PROKKA_03931	COG0438	Glycosyltransferase involved in cell wall bisynthesis	149	430
PROKKA_03932	COG1449	Alpha-amylase/alpha-mannosidase, GH57 family	1	391
PROKKA_03935	COG1286	Uncharacterized membrane protein, required for colicin V production	2	121
PROKKA_03936	COG1162	Putative ribosome biogenesis GTPase RsgA	1	306
PROKKA_03937	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	55	184
PROKKA_03938	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	23	247
PROKKA_03939	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	1	73
PROKKA_03940	COG0648	Endonuclease IV	1	282
PROKKA_03942	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	55	363
PROKKA_03945	COG0274	Deoxyribose-phosphate aldolase	44	251
PROKKA_03947	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	18	710
PROKKA_03948	COG0184	Ribosomal protein S15P/S13E	3	90
PROKKA_03949	COG1477	Thiamine biosynthesis lipoprotein ApbE	4	331
PROKKA_03950	COG1597	Diacylglycerol kinase family enzyme	1	292
PROKKA_03951	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	206	288
PROKKA_03955	COG3250	Beta-galactosidase/beta-glucuronidase	20	402
PROKKA_03957	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE	6	270
PROKKA_03957	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE	348	493
PROKKA_03958	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	99	286
PROKKA_03959	COG1200	RecG-like helicase	17	690
PROKKA_03962	COG1940	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	1	334
PROKKA_03963	COG0142	Geranylgeranyl pyrophosphate synthase	11	324
PROKKA_03964	COG0826	Collagenase-like protease, PrtC family	2	332
PROKKA_03966	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	86	629
PROKKA_03967	COG2814	Predicted arabinose efflux permease, MFS family	1	184
PROKKA_03968	COG1619	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	50	349
PROKKA_03969	COG0006	Xaa-Pro aminopeptidase	38	445
PROKKA_03972	COG2107	Predicted periplasmic solute-binding protein	1	257
PROKKA_03973	COG2311	Uncharacterized membrane protein YeiB	7	374
PROKKA_03974	COG0480	Translation elongation factor EF-G, a GTPase	9	712
PROKKA_03977	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	1	144
PROKKA_03978	COG0230	Ribosomal protein L34	3	46
PROKKA_03979	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase	1	436
PROKKA_03980	COG1435	Thymidine kinase	9	184
PROKKA_03981	COG2186	DNA-binding transcriptional regulator, FadR family	13	227
PROKKA_03983	COG1966	Carbon starvation protein CstA	1	488
PROKKA_03985	COG1278	Cold shock protein, CspA family	84	141
PROKKA_03986	COG0724	RNA recognition motif (RRM) domain	1	80
PROKKA_03987	COG1538	Outer membrane protein TolC	47	456
PROKKA_03988	COG0841	Multidrug efflux pump subunit AcrB	2	696
PROKKA_03989	COG0841	Multidrug efflux pump subunit AcrB	1	315
PROKKA_03990	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	57	391
PROKKA_03991	COG0642	Signal transduction histidine kinase	413	638
PROKKA_03992	COG0784	CheY chemotaxis protein or a CheY-like REC (receiver) domain	13	119
PROKKA_03993	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	4	121
PROKKA_03994	COG2148	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	268	388
PROKKA_03994	COG2148	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	141	202
PROKKA_03998	COG1216	Glycosyltransferase, GT2 family	2	274
PROKKA_03999	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	1	264
PROKKA_04000	COG0438	Glycosyltransferase involved in cell wall bisynthesis	1	370
PROKKA_04002	COG0110	Acetyltransferase (isoleucine patch superfamily)	14	202
PROKKA_04004	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	14	425
PROKKA_04005	COG0438	Glycosyltransferase involved in cell wall bisynthesis	1	375
PROKKA_04006	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	1	292
PROKKA_04007	COG3706	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	2	150
PROKKA_04007	COG3706	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	25	178
PROKKA_04008	COG3568	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	121	351
PROKKA_04009	COG0451	Nucleoside-diphosphate-sugar epimerase	2	132
PROKKA_04010	COG0451	Nucleoside-diphosphate-sugar epimerase	1	153
PROKKA_04011	COG0657	Acetyl esterase/lipase	5	299
PROKKA_04012	COG0673	Predicted dehydrogenase	56	406
PROKKA_04013	COG0815	Apolipoprotein N-acyltransferase	7	524
PROKKA_04014	COG0285	Folylpolyglutamate synthase/Dihydropteroate synthase	14	429
PROKKA_04015	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	12	186
PROKKA_04016	COG3712	Periplasmic ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19	14	258
PROKKA_04017	COG1629	Outer membrane receptor proteins, mostly Fe transport	195	347
PROKKA_04018	COG1629	Outer membrane receptor proteins, mostly Fe transport	314	440
PROKKA_04022	COG3525	N-acetyl-beta-hexosaminidase	111	616
PROKKA_04023	COG3119	Arylsulfatase A or related enzyme	27	130
PROKKA_04024	COG3119	Arylsulfatase A or related enzyme	14	321
PROKKA_04025	COG3119	Arylsulfatase A or related enzyme	30	424
PROKKA_04028	COG0283	Cytidylate kinase	4	218
PROKKA_04029	COG0761	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	3	290
PROKKA_04031	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	50	349
PROKKA_04032	COG0642	Signal transduction histidine kinase	192	391
PROKKA_04034	COG1587	Uroporphyrinogen-III synthase	4	237
PROKKA_04036	COG0759	Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ	21	86
PROKKA_04037	COG1230	Co/Zn/Cd efflux system component	1	286
PROKKA_04038	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	5	191
PROKKA_04040	COG1368	Phosphoglycerol transferase MdoB or a related enzyme of AlkP superfamily	86	537
PROKKA_04041	COG0035	Uracil phosphoribosyltransferase	17	217
PROKKA_04042	COG2262	50S ribosomal subunit-associated GTPase HflX	18	384
PROKKA_04043	COG0810	Periplasmic protein TonB, links inner and outer membranes	142	223
PROKKA_04044	COG0820	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37	7	334
PROKKA_04045	COG4232	Thiol:disulfide interchange protein	39	110
PROKKA_04046	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	50	166
PROKKA_04050	COG0357	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	10	146
PROKKA_04051	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	10	187
PROKKA_04052	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	3	178
PROKKA_04053	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	5	367
PROKKA_04054	COG0795	Lipopolysaccharide export LptBFGC system, permease protein LptF	8	364
PROKKA_04055	COG1060	2-iminoacetate synthase ThiH (tyrosine cleavage enzyme, thamine biosynthesis)	3	357
PROKKA_04057	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	37	340
PROKKA_04058	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	278	598
PROKKA_04058	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	22	185
PROKKA_04061	COG0438	Glycosyltransferase involved in cell wall bisynthesis	3	357
PROKKA_04062	COG0438	Glycosyltransferase involved in cell wall bisynthesis	1	366
PROKKA_04064	COG0110	Acetyltransferase (isoleucine patch superfamily)	28	157
PROKKA_04065	COG1216	Glycosyltransferase, GT2 family	1	282
PROKKA_04067	COG0778	Nitroreductase	103	219
PROKKA_04068	COG2327	Polysaccharide pyruvyl transferase family protein WcaK	105	338
PROKKA_04069	COG0463	Glycosyltransferase involved in cell wall bisynthesis	1	106
PROKKA_04071	COG1088	dTDP-D-glucose 4,6-dehydratase	3	367
PROKKA_04072	COG3774	Mannosyltransferase OCH1 or related enzyme	5	87
PROKKA_04073	COG1091	dTDP-4-dehydrorhamnose reductase	1	279
PROKKA_04074	COG0110	Acetyltransferase (isoleucine patch superfamily)	80	228
PROKKA_04075	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	1	177
PROKKA_04076	COG3594	Fucose 4-O-acetylase or related acetyltransferase	13	341
PROKKA_04077	COG1209	dTDP-glucose pyrophosphorylase	1	87
PROKKA_04078	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	8	318
PROKKA_04081	COG4974	Site-specific recombinase XerD	126	381
PROKKA_04082	COG2855	Uncharacterized membrane protein YadS	85	423
PROKKA_04086	COG2264	Ribosomal protein L11 methylase PrmA	1	275
PROKKA_04087	COG4974	Site-specific recombinase XerD	2	264
PROKKA_04088	COG5492	Uncharacterized conserved protein YjdB, contains Ig-like domain	31	93
PROKKA_04091	COG1629	Outer membrane receptor proteins, mostly Fe transport	212	515
PROKKA_04092	COG3712	Periplasmic ferric-dicitrate binding protein FerR, regulates iron transport through sigma-19	20	307
PROKKA_04093	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	28	207
PROKKA_04094	COG3250	Beta-galactosidase/beta-glucuronidase	61	490
PROKKA_04095	COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase	19	381
PROKKA_04097	COG4591	ABC-type transport system, involved in lipoprotein release, permease component	1	321
PROKKA_04098	COG0858	Ribosome-binding factor A	4	112
PROKKA_04102	COG0801	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	1	163
PROKKA_04103	COG2812	DNA polymerase III, gamma/tau subunits	141	244
PROKKA_04103	COG2812	DNA polymerase III, gamma/tau subunits	1	78
PROKKA_04105	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	1	428
PROKKA_04113	COG0598	Mg2+ and Co2+ transporter CorA	1	327
PROKKA_04114	COG1427	Predicted periplasmic solute-binding protein	1	243
